house_name,z_estimate,estimated_range_min,estimated_range_max,user_id,city_id,neighborhood_id,prices
'217 Sean Junction',555519,538493,572545,47,17,5,'744700 745191 748396 752084 755447 761745 765136 768855 768794 772783 778766 779876 783655 786323 792992 793936 800410 800333 803849 811222 814629 817874 818056 824375 828025 828528 835291 838810 841900 842838 846670 852727 856590 860095 860004 864102 870169 873943 877225 881040 883820 887536 891099 895008 895575 899204 905161 908562 911914 912341 919730 920234 923099 927151 929786 936801 937077 940285 947663 950509 954018 957992 957991 961838 967934 968506 972439 978596 982203 985872 988760 989284 993579 999843 1003660 1006294 1007050 1014029 1014473 1020835 1024265 1028022 1031347 1034546 1035062 1039131 1045195 1045585 1051961 1055358 1056147 1062705 1063721 1066608 1073232 1073982 1079759 1080778 1083969 1088007 1094685 1097246 1100984 1104732 1108393 1108474 1115431 1118480 1118816 1122896 1129503 1132584 1133269 1139284 1139844 1143599 1147634 1153599 1157264 1160893 '
'79100 Nicole Parkway',915882,899971,931793,83,17,5,'656380 656249 662737 666217 667289 670511 673672 680723 681554 687657 690753 694259 695246 701917 705060 708991 709304 715884 716358 722197 725683 726270 730491 733756 739810 741040 744236 750276 753698 757747 757843 761314 768353 771335 775202 775638 779505 785290 786129 792366 795690 796316 800458 803616 810486 810769 814366 821042 821395 824962 828112 831279 837691 838250 842481 845768 849012 853147 859450 860039 862715 866581 873597 876941 880621 880249 887412 890233 891271 894840 901590 904913 905153 908430 915426 915929 922056 922745 926655 932781 936404 939950 939751 943397 949921 953398 954105 957370 960941 967411 968207 971291 975106 978658 982400 988613 991946 996049 995718 1002269 1006639 1009730 1009853 1013213 1020138 1024018 1024343 1027711 1034540 1034314 1040775 1042051 1047839 1048324 1052563 1058540 1059301 1065865 1069055 1072656 '
'383 Feeney Inlet',958184,940984,975384,49,5,11,'747968 755003 755525 761752 765513 765897 772240 775847 776021 782535 783719 790184 793270 797177 797411 803798 804801 807798 813996 814683 818395 822100 828274 831998 835122 835702 842125 846035 846274 853283 856895 860321 863186 864086 867092 870739 877530 878344 884516 884485 888561 892293 898577 902351 905473 905479 912135 915675 915948 922960 923062 930171 930704 933633 937690 940756 944620 951236 953947 955230 961602 964474 965655 971429 975017 979361 982471 982723 986644 992590 995968 996500 1003234 1003500 1007198 1011401 1014607 1021169 1023976 1027966 1028086 1032221 1038785 1041698 1045495 1048612 1052695 1053004 1059342 1060015 1066875 1067223 1070488 1077186 1080602 1083952 1084759 1090712 1094744 1094921 1098632 1105148 1105008 1112165 1112796 1119341 1122333 1122426 1129626 1133005 1133441 1137042 1143337 1144307 1147031 1151259 1157869 1160755 1164353 1164881 '
'212 Letha Heights',818662,801591,835733,54,8,46,'783435 789385 793074 796975 799689 800712 806917 810129 811272 814089 821363 821851 828500 831183 832404 838388 841995 845963 846228 852168 852855 859849 862706 866524 867161 873460 877259 877680 881287 884366 890616 894833 895336 901159 901821 905991 909010 912930 916241 919514 926076 929231 932732 936868 940146 940929 943966 950885 954108 954182 957940 961086 968128 968609 975093 975628 978770 985920 986177 989462 993301 996492 1003137 1003811 1010411 1013295 1016612 1017966 1020592 1027379 1028493 1031866 1034828 1041080 1045162 1045222 1051775 1055469 1059122 1059356 1063025 1069864 1069562 1073947 1076592 1080444 1086954 1087374 1094058 1094741 1100970 1104814 1108271 1108510 1115245 1118334 1118914 1125191 1129532 1132547 1136449 1136722 1139924 1143167 1150392 1153190 1156684 1160279 1163680 1164218 1171162 1174218 1177992 1181500 1185175 1185941 1189474 1192639 1198557 1202843 '
'8385 Coleman Mall',694177,680185,708169,21,4,44,'919762 920979 927336 927779 931161 934772 938679 942104 948410 951776 955048 955749 962529 966001 966480 969589 976346 980054 979810 983581 990236 993933 994621 998144 1001276 1007718 1007832 1014669 1018351 1018325 1025093 1025930 1029178 1036148 1035793 1040048 1043549 1049741 1052803 1053890 1060483 1060960 1066837 1067407 1074348 1078068 1081318 1084370 1088445 1088703 1094757 1098612 1099188 1102603 1106484 1109857 1113096 1116559 1120491 1123333 1126833 1133368 1134244 1140927 1144073 1144876 1151527 1154578 1158479 1161573 1164967 1165236 1171965 1172930 1179085 1180042 1183276 1189486 1192958 1193901 1197485 1203462 1204069 1211025 1214608 1217324 1221270 1224645 1224837 1228216 1234913 1238477 1238892 1242394 1246088 1252934 1256512 1256498 1262879 1263637 1269754 1273804 1277093 1278201 1281548 1285045 1288038 1292105 1298074 1301490 1305260 1309195 1309255 1312803 1316487 1319791 1323312 1326243 1333519 1336351 '
'75536 Sophia Mall',923091,906500,939682,72,19,47,'857572 861585 868451 868516 872161 875383 882415 885189 886238 889693 893358 896623 902988 906122 907117 910217 913942 920792 920716 924979 930608 931182 934813 941126 942397 945109 952001 955745 958647 959342 963422 966766 972840 976008 979843 980640 983745 990561 991162 994172 1001089 1004132 1007728 1011497 1012143 1018225 1021547 1025293 1029445 1029403 1035699 1039332 1040341 1043531 1046941 1050801 1054423 1060561 1063521 1064789 1071271 1071090 1078187 1078287 1084671 1088160 1089090 1092968 1096249 1099501 1103138 1109136 1113450 1113484 1117320 1120361 1126690 1127898 1133738 1134263 1141128 1141777 1148132 1151763 1155106 1158090 1159415 1165357 1165880 1169426 1176246 1179566 1183099 1183412 1187470 1190465 1196686 1200858 1204423 1204532 1207896 1211583 1218371 1218424 1221718 1228281 1229320 1232126 1238582 1242780 1245521 1246554 1252686 1253190 1256841 1263358 1267103 1270045 1273759 1277353 '
'3208 Mariana Station',837831,822558,853104,50,4,25,'685811 692557 692724 696307 702550 703134 706766 710300 714098 719811 723687 727271 727779 731273 737345 738220 744883 748621 751844 755124 755573 759345 766091 766375 772657 772889 779456 780471 787122 790408 790585 794406 797962 800903 807462 807809 814357 815069 818667 822351 825297 828769 835843 836432 842494 843621 846875 853625 856591 860600 864105 867070 867826 871225 874387 878416 884653 888357 888502 891878 895373 898840 905689 906266 912938 916597 920067 920410 926913 927308 930203 937140 941080 941159 947268 947809 955023 955040 961316 962530 969017 969241 975632 976218 982670 982817 989580 990435 996487 997172 1003608 1004363 1010704 1011471 1014975 1021433 1021477 1025297 1031809 1034696 1035384 1042629 1045166 1049532 1052876 1053151 1059700 1059724 1066208 1070198 1073307 1073635 1077421 1081250 1087366 1091298 1091537 1094830 1101892 1102420 '
'572 Ebert Fields',749532,735937,763127,99,19,32,'561372 564874 565260 571886 575706 576115 579111 583328 586276 590016 596587 599602 600827 606483 607234 614209 617298 620977 621155 624435 628745 634721 638430 639096 642410 649102 649333 652465 656451 662761 663563 667129 673515 674322 680077 680666 687144 690675 694822 697732 697998 701420 708899 708851 712791 718512 722871 722431 729646 730172 733680 739746 743147 744212 746976 750813 757907 760691 764795 764931 768137 772375 777937 778615 785463 788437 789421 796141 796163 802948 803241 806636 809999 813574 820166 823947 826963 828050 834535 834987 838045 842172 848532 848971 854990 859158 862209 862840 869148 869589 873252 880367 883897 883592 887819 891175 894046 901337 901664 907563 911637 911597 915596 922135 925388 925769 929856 935844 939719 940164 943115 950315 953434 957001 960070 961412 964519 971070 974349 974768 '
'20620 Runolfsson Stravenue',942777,929956,955598,23,11,17,'518015 521423 524996 525518 531640 532036 538883 542337 545922 549456 549221 556049 559391 560467 563969 567085 573118 577236 577602 583639 587488 590988 592082 597960 601310 604716 605581 608838 615968 616208 622278 625801 629219 632766 636887 637427 643412 644374 650217 651035 654201 660705 661666 665076 672028 675363 678500 682200 685139 689359 692477 693019 696635 699967 706167 710293 713929 713646 721025 720845 724811 728129 731253 738233 738944 745361 749089 752546 752883 759239 759240 765837 769694 772676 773415 777420 783204 787271 790164 793991 797232 800884 801427 808496 811396 811825 818440 818880 823018 825899 829567 836213 837009 839838 846244 847365 853109 853747 860484 864140 867907 871190 874339 874735 879090 885238 885923 892545 895750 899205 903049 903430 906185 912915 913697 917416 920525 924488 928001 930808 '
'60786 Kole Inlet',635499,624151,646847,17,8,47,'649723 649870 656483 659331 660739 667254 670550 674214 676921 680679 684008 688082 691151 694649 698702 701929 701947 705578 712401 712701 718952 723027 723099 726719 730043 736843 737666 740407 744633 748265 750914 754511 758384 765088 765503 771515 775289 778688 782518 782923 786227 790181 796616 799421 800026 806791 809902 810454 816880 817799 821364 825143 828415 831299 834861 841460 842566 848351 849728 853213 856000 859957 866416 866684 873675 873633 880678 880626 887522 887409 893814 894455 898684 902004 908382 908719 912558 918461 922371 925299 929643 932626 933343 940251 943468 946772 950658 953544 954509 961178 961725 964687 971266 971897 974847 979246 982389 988929 991976 992569 996526 999503 1005863 1006565 1010130 1016428 1020121 1023736 1024710 1030559 1034621 1037740 1038400 1045267 1048267 1048493 1055581 1056270 1058995 1065905 '
'806 Roob Vista',877482,866596,888368,68,13,8,'882434 886218 893134 893039 899271 903104 903555 906813 913850 914188 917345 921651 924473 931393 935175 938195 938587 942119 948665 952170 952963 958915 963131 966596 966882 969939 973417 977260 983819 983903 990238 991558 995073 1001446 1001474 1004966 1008398 1012686 1019166 1019396 1025659 1028973 1032424 1035764 1037162 1039750 1046692 1046863 1053681 1056764 1057290 1064279 1067819 1071277 1074907 1075643 1081774 1085401 1088815 1088897 1095270 1095893 1099844 1103336 1109387 1110128 1113738 1120169 1123557 1123955 1130278 1134161 1134488 1141628 1145131 1148272 1151578 1155065 1155390 1159152 1165519 1168813 1172357 1175890 1176721 1183337 1186487 1190606 1193707 1197475 1200640 1204451 1208056 1208181 1211759 1215362 1221349 1224950 1228826 1231799 1232396 1236718 1242958 1246123 1249444 1250602 1253663 1257199 1263631 1264095 1267585 1271076 1274653 1281518 1284475 1288704 1292029 1295192 1295271 1301839 '
'0037 Dach Flats',519410,509099,529721,64,16,17,'960062 960783 964733 970643 971224 974677 980956 984901 984898 988457 992063 998680 1002274 1003163 1009278 1013026 1013300 1020192 1023010 1024361 1027037 1033687 1037070 1038371 1041402 1044767 1051167 1052326 1057984 1061608 1061887 1068592 1072756 1075800 1079045 1082868 1086544 1086674 1093022 1096850 1097567 1103953 1107231 1107495 1111483 1117852 1118639 1124563 1128573 1132042 1132783 1138722 1139563 1142878 1146120 1149700 1153528 1156381 1163810 1167342 1170044 1171247 1173887 1178213 1184815 1185353 1191241 1192185 1198290 1199235 1205032 1209212 1212750 1212420 1216324 1223168 1223072 1227216 1229920 1237271 1237665 1244314 1247764 1247645 1254151 1258345 1258042 1261920 1265389 1272099 1272618 1279131 1281953 1282903 1289044 1290297 1293358 1297197 1300645 1306400 1309966 1314256 1316936 1317822 1321576 1325358 1331777 1332040 1335539 1339295 1342383 1345385 1352436 1355927 1355935 1359540 1363508 1366931 1370421 1373629 '
'2446 Sidney Camp',986331,972963,999699,60,2,29,'787937 791550 797784 801615 804545 808626 811779 815052 815280 822651 822648 828994 829646 833729 839872 842882 844101 847657 853852 857727 860967 863864 867638 871199 871670 878510 878508 881990 888893 891857 892529 895938 900114 903410 909472 910239 916570 916994 923779 926778 927652 931552 934402 938083 945157 948634 948572 955213 958933 959176 962469 966582 973022 976753 976768 983769 987213 987171 990830 994150 997523 1004102 1004984 1007911 1011875 1014904 1018575 1022684 1025801 1028924 1036022 1036745 1040272 1043697 1049769 1053463 1053812 1060181 1063331 1067342 1068207 1074291 1077836 1078598 1081773 1087997 1092241 1091861 1099028 1102198 1102460 1106204 1109919 1113207 1119814 1120418 1123876 1130127 1131147 1137035 1137885 1144134 1144675 1151123 1151894 1155529 1161436 1164963 1165806 1172610 1175700 1179516 1182355 1183578 1190031 1193269 1197081 1197461 1203864 1204711 '
'41323 Walker Mission',805471,790891,820051,32,17,21,'676714 680370 687180 687783 690542 694250 701234 701234 704543 711143 711764 718001 719156 722161 725630 732905 736312 739280 742516 746545 746506 753736 753738 760229 761167 767407 771275 771081 774828 778312 784842 788080 792050 792670 796246 802817 806041 806268 809546 816462 819848 823947 826975 830546 831371 834757 840968 841040 845190 851317 854620 858146 858765 865979 866144 872812 876340 879681 883173 886847 890416 893545 897173 900763 904135 904895 908423 914826 918288 918659 922360 928178 928490 935376 936164 942344 946161 946084 949556 953016 956490 963482 967010 970523 974066 977713 978191 981598 988288 991436 992201 998678 1001506 1002953 1005727 1012715 1016262 1016106 1019580 1026937 1030083 1033190 1037377 1040041 1041381 1044435 1047809 1054282 1057981 1061417 1065394 1068781 1071683 1072324 1079105 1082335 1082516 1086580 1089658 1093048 '
'51777 Rogahn Forge',863628,850023,877233,8,2,40,'661445 665165 664924 668519 675140 675785 682536 685965 688891 689541 696261 696980 703053 703439 707645 714288 716878 720910 724091 725186 731306 734504 735199 739185 744952 745551 749215 752855 759683 760177 766361 766680 772983 773586 777600 780733 787526 787643 791789 795172 798592 805141 805663 812074 812205 818740 819700 825878 826679 829859 833653 837190 840001 846364 847635 853984 854011 860708 864418 865145 871396 874852 877834 882218 882269 885894 892428 895774 899303 902773 903051 906664 913131 913828 920822 923590 927387 928108 931005 937703 938764 944790 945320 949197 952155 955583 962485 963239 969128 969577 973352 980167 980512 986604 990518 991277 997243 1000517 1000941 1004716 1008030 1012214 1018376 1021812 1022525 1026069 1031940 1032659 1039128 1039518 1045952 1050226 1050747 1053755 1056902 1063911 1064226 1068231 1070847 1077842 '
'1939 Kihn Islands',903599,888490,918708,89,9,9,'960932 964879 965254 969074 972035 975159 979149 983039 985698 992178 996039 999452 1002651 1006686 1010122 1013979 1017595 1018114 1024032 1027651 1028433 1034856 1035151 1041260 1041819 1048542 1051712 1052996 1059257 1059823 1065810 1066930 1073537 1076852 1080486 1083714 1086679 1088104 1090716 1097453 1101587 1104226 1108185 1111699 1115518 1115429 1119045 1122147 1129317 1132395 1133531 1139262 1143283 1143624 1150109 1154039 1157300 1160811 1164464 1167765 1171225 1174593 1175602 1178920 1185002 1188831 1191813 1192296 1198831 1199901 1203155 1209653 1212898 1213950 1220021 1223451 1224207 1227556 1230632 1234479 1238473 1244402 1247758 1248804 1252422 1259069 1261738 1262865 1269263 1269594 1275828 1276271 1280155 1286337 1287395 1293997 1296783 1297463 1304549 1304731 1307896 1314518 1315036 1318597 1325223 1329119 1328719 1335790 1336055 1339893 1342872 1346190 1349811 1353249 1360320 1361012 1363881 1367976 1374215 1375118 '
'70672 Arnoldo Place',913988,902170,925806,42,15,6,'685247 688785 689418 695658 696504 699860 705739 706502 712931 716725 717409 723185 727309 728129 731618 738008 738218 744644 748027 751704 752378 756153 759012 766151 768880 769840 773603 776658 782871 784135 786981 790699 797309 797554 803938 805133 807791 811629 818439 821920 822672 828309 828829 832765 835972 839866 842796 849347 849928 853469 857507 860549 863921 867910 871295 874393 881164 881665 885582 891325 895334 898571 902576 902804 909128 912975 915834 920074 920198 926515 926850 933500 933716 940820 943968 944883 950873 951283 955290 961309 965103 965482 971757 972704 976111 982701 986400 989559 993049 993355 999991 1000407 1004585 1007321 1014343 1015117 1017747 1021317 1025238 1031712 1035618 1038456 1039318 1046162 1049486 1049542 1056237 1056627 1062684 1067172 1067239 1070801 1073889 1080369 1081118 1084949 1091233 1091331 1094761 1101457 '
'272 Reilly Radial',641543,626403,656683,11,2,18,'754416 754934 757876 761958 768515 771546 772113 778576 782642 786090 786048 789416 796479 799471 800287 806924 807808 813657 814569 821312 820823 825149 828165 832153 838790 841898 841996 848331 849065 855693 856511 859857 863388 869950 873680 874198 880567 880766 884002 888297 891631 898097 898268 905194 908307 908675 914925 915389 922429 922434 929020 932803 932852 940165 943337 943985 950188 951024 954702 960822 964035 968015 971671 971754 975041 981621 985400 988866 992360 995458 999554 999919 1006805 1009418 1010161 1017088 1019887 1020589 1024545 1027827 1031131 1034660 1041239 1045042 1045109 1048741 1052150 1055844 1062273 1063026 1066110 1070280 1073495 1080145 1080316 1083635 1087637 1090386 1097264 1100840 1104321 1107611 1107824 1115051 1115392 1121808 1121925 1128964 1129492 1135987 1136057 1139647 1143734 1146960 1153375 1157245 1156945 1161039 1167368 1170349 '
'567 Jeramy Place',771773,756554,786992,13,14,31,'742953 746395 753165 753941 759830 760708 764323 770669 770875 778037 778490 784740 787768 788312 795482 798336 802058 805289 806414 812275 816055 819690 820245 826510 830100 830428 834215 837498 844346 847306 847773 851439 858468 861682 864913 865917 872589 875337 875783 882796 883509 887154 892722 896620 900300 900389 906807 907847 914018 914879 918370 924505 928150 928687 931839 935743 938707 945288 945664 950020 955667 956703 963282 963332 970446 973820 976927 981103 984365 984167 990939 994226 998310 998465 1005356 1008533 1012618 1012982 1016336 1019271 1023490 1029448 1029797 1033437 1036889 1040984 1047515 1047438 1051496 1057187 1061410 1061414 1068112 1068523 1075257 1076030 1078734 1085712 1089354 1092491 1093326 1096669 1102899 1106235 1107095 1113278 1114209 1120841 1121595 1127960 1130823 1134931 1138012 1138220 1145149 1148209 1151831 1152854 1156080 1162310 '
'2034 Destinee Creek',610568,593177,627959,73,10,5,'922184 925205 929266 935883 938941 939582 945542 945968 949993 953075 959516 963923 964120 967187 970989 974692 980887 981002 984681 988475 995195 998261 998953 1002489 1006196 1009562 1013092 1019618 1020177 1023625 1026512 1030055 1037199 1037680 1043967 1047863 1051297 1051073 1054476 1058355 1062090 1065089 1071717 1075450 1079143 1079231 1085619 1086575 1090418 1093612 1097050 1103383 1107308 1107535 1110829 1116979 1120918 1121786 1127540 1128922 1134788 1135654 1138470 1142184 1145539 1152622 1153203 1156182 1159976 1163877 1170401 1173258 1177046 1177827 1183520 1184864 1190906 1191769 1197923 1198872 1202376 1205875 1209179 1215930 1219410 1222758 1225867 1229655 1233117 1233063 1240164 1243400 1246694 1250456 1253772 1257442 1258384 1261618 1267773 1268066 1275094 1275307 1282421 1282499 1286078 1292462 1292626 1296015 1300060 1302982 1309522 1310148 1314055 1317332 1323689 1327911 1328388 1331807 1337930 1338826 '
'862 Sanford Neck',571673,557305,586041,76,7,38,'518723 525598 526287 532361 535942 539764 540111 546653 547291 550350 553784 560627 564215 567556 571043 570976 574829 581574 582055 588363 588599 591889 595791 599684 602591 609620 610185 613737 619412 623804 626984 627343 631030 637862 638061 644630 647600 651735 651555 658781 658901 665457 666042 672583 672555 678957 683207 683676 690077 693364 697157 697414 701232 704672 707905 714777 715028 718170 724802 728082 728478 735732 736260 739565 742859 746136 749787 756014 760331 763103 763515 767428 773968 777305 778085 784132 784955 788017 791708 798644 798811 805369 805405 809262 812692 819337 820246 823225 826453 833148 836461 837098 840693 844864 847386 851491 858171 861740 861721 865453 868990 872569 879319 882498 886177 886150 890049 896030 896613 903520 904312 910507 910740 914826 918026 924407 928075 927912 932095 937913 '
'8170 Anissa Lodge',721640,708964,734316,69,16,13,'734967 738754 738933 742488 746442 752837 755999 756803 759611 763010 766676 770595 774292 777963 784350 787431 791426 794987 798261 801352 801705 805013 808569 812938 819420 819601 823306 829812 829811 833934 839966 840166 847232 847469 854458 857437 860939 864918 864512 871210 875301 878191 882209 885632 888723 889043 893238 899133 902701 906974 909802 910822 914126 917240 924450 927878 927876 931279 934912 941121 942204 948194 948787 955362 956491 962943 965576 969157 972812 976486 977462 980134 986769 990250 994266 997467 998270 1004041 1008169 1011982 1011903 1015890 1022138 1025066 1028591 1029951 1032602 1036124 1039970 1046649 1050067 1050116 1057478 1060417 1063796 1064460 1071337 1074287 1075401 1078213 1085106 1085868 1091542 1092303 1096440 1102072 1105855 1106782 1109716 1116220 1117449 1123412 1126640 1127289 1130617 1137045 1137970 1141341 1145298 1151225 '
'95840 Gwendolyn Overpass',654202,639369,669035,34,16,27,'767947 768210 771828 778193 781749 785665 785919 792525 795742 796370 800053 807020 807453 813767 814618 817831 821335 825103 828021 831848 835148 838328 842017 848729 849192 855187 859604 860039 866149 866362 873418 873633 879982 880576 886838 891071 894231 894649 898071 901401 905307 908553 914883 918892 919271 922426 926362 932250 933147 940017 942686 943537 949815 953600 954555 960637 961422 964652 970966 974197 978290 981712 984685 988547 992312 995756 996150 1002554 1006218 1006794 1009948 1016436 1016756 1023475 1024027 1027182 1034532 1034871 1041579 1044160 1048378 1048556 1054732 1055434 1062045 1065226 1066022 1072847 1076188 1079364 1080179 1086451 1087606 1090456 1093805 1100925 1101123 1107155 1108116 1111133 1117900 1122057 1121651 1125867 1129220 1135569 1136565 1139215 1145777 1149219 1152987 1154068 1157266 1160277 1166950 1170577 1171532 1177734 1180974 1184438 '
'5487 Zemlak Terrace',512213,500167,524259,73,13,32,'897046 900046 906127 907397 910288 914516 917443 923610 927615 928412 931335 935200 938244 945422 945926 948802 952510 959089 959636 963022 969156 970346 976353 980385 984050 986634 987545 991334 997873 1001000 1001457 1005239 1009022 1011765 1015096 1019281 1025254 1028741 1033012 1033364 1040009 1043245 1043466 1049724 1053890 1054263 1061002 1061009 1064512 1067890 1074713 1075459 1078563 1081631 1088266 1088997 1092516 1099162 1099892 1106292 1106468 1113487 1113796 1120580 1123898 1124146 1130326 1131533 1137566 1137685 1144292 1147662 1148252 1154763 1155585 1162207 1165995 1169164 1172807 1176146 1179974 1182800 1186616 1187349 1190755 1194278 1197982 1204130 1204801 1211135 1211345 1215454 1221422 1221936 1225241 1229257 1232953 1238766 1239568 1245638 1246981 1249720 1253947 1256878 1260343 1266937 1270105 1274257 1277673 1277929 1281830 1284664 1289005 1295069 1295241 1299242 1302205 1306271 1312469 1313457 '
'715 Watsica Villages',772670,754464,790876,54,4,9,'861697 865051 866362 869502 872466 879415 880115 886311 890023 890771 894084 900137 901217 907562 908153 914941 914865 921312 922381 928539 932083 935377 939100 939692 946357 946271 950226 953365 959954 963237 963873 970088 973534 974568 977823 981434 987866 991400 992101 998332 998636 1002883 1006460 1009362 1013457 1019444 1019535 1023303 1026462 1033234 1033690 1037058 1044116 1047642 1048022 1054491 1055057 1061351 1064480 1068167 1071536 1072358 1075814 1082865 1085767 1086788 1089619 1093472 1096579 1100169 1103758 1107126 1113861 1117211 1121332 1124505 1125391 1128739 1134715 1135052 1142398 1142772 1145777 1149457 1152683 1156209 1160283 1166246 1169998 1170483 1176609 1177811 1180620 1187201 1190500 1194325 1194862 1201068 1204615 1205524 1212180 1212635 1219065 1219356 1223396 1226322 1233435 1236822 1237181 1240250 1244284 1247132 1250737 1257941 1261389 1261425 1267678 1268846 1275168 1275200 '
'032 Hilma Hill',997277,983583,1010971,83,15,44,'851217 854809 855554 862229 865734 868612 869115 873320 879488 879554 883594 889893 890351 894379 900649 904287 907739 907495 914720 917780 918485 924613 925860 928923 932618 936053 939847 943327 946044 950106 956456 959468 963708 964379 967890 970449 977109 981203 981450 985091 991812 994442 998538 1001871 1005386 1009297 1008939 1016241 1019062 1022814 1023894 1029667 1030820 1034059 1040162 1043678 1044244 1050597 1054334 1057805 1061453 1064527 1068141 1071528 1071931 1079339 1079828 1085836 1089681 1089681 1093239 1096854 1103594 1106586 1110773 1111361 1116944 1117704 1121538 1128310 1130947 1131936 1138281 1138786 1142554 1149073 1152352 1156318 1159815 1159891 1163702 1166596 1170650 1177225 1180670 1183563 1184344 1188124 1194907 1195353 1201790 1205345 1208880 1211895 1215235 1218705 1222165 1225824 1229300 1230386 1233394 1236526 1243124 1243907 1247606 1251080 1254578 1257911 1264378 1267480 '
'61871 Lance Prairie',676224,661823,690625,22,4,32,'579669 583513 583604 586969 590704 597492 601393 601240 608148 611575 611846 618391 618964 625572 628913 628970 632876 639386 640140 646508 646498 653058 657405 660403 660695 664833 668402 670996 675224 680988 681533 688065 692317 695294 699145 699298 706205 709826 713318 713654 719878 720259 727360 730795 731184 734115 738083 741415 744509 748681 754993 755730 758707 765688 765497 769556 773341 776191 779701 783257 786918 790632 796492 800319 800865 807092 807741 814443 815403 818100 824642 825152 829198 832253 839275 842618 843309 849600 852832 853707 857300 863304 866711 870717 871030 874631 878348 883972 884600 891482 894915 895706 898738 902084 909004 912019 915646 919814 922492 926630 929613 933538 933700 937310 940553 947662 947814 954772 954876 958668 961754 965843 968859 975077 978552 982354 982568 985965 993030 992946 '
'4885 Mayert Center',801834,790335,813333,31,8,35,'884930 888602 894866 898271 901915 902874 906167 912256 912617 919117 922837 923091 930511 930589 933902 940471 943721 947551 951306 954077 957602 961278 965167 965632 968744 975996 978971 979189 982571 989902 992955 993688 997161 1000406 1004243 1007991 1014174 1014596 1020788 1022006 1024585 1028136 1035027 1038856 1039500 1042746 1049456 1052086 1055755 1056944 1063018 1063451 1069819 1073250 1076622 1077522 1084101 1084491 1091071 1094854 1095504 1098753 1101996 1105801 1111999 1112185 1116402 1122852 1125726 1126159 1132773 1136074 1137453 1143920 1144465 1147832 1153808 1157160 1161452 1161891 1165370 1171628 1175161 1175796 1182266 1182916 1189379 1189288 1196525 1199612 1202976 1203283 1206668 1213341 1213681 1217701 1221016 1227520 1228484 1234184 1237620 1241190 1242257 1248771 1252426 1255729 1256523 1262756 1266307 1266767 1270169 1276509 1280124 1283165 1287113 1287665 1294463 1297862 1301417 1304276 '
'89939 Gavin Creek',850577,831183,869971,26,13,6,'599131 602175 602932 606087 609952 613401 619243 623125 626970 627495 631102 637385 637695 644097 647754 650874 651627 655525 658463 662301 665944 669138 672685 675800 682680 682909 687035 693070 697108 700039 703657 707197 707381 710931 717884 718020 721650 725248 728283 732378 739107 739529 742292 749066 749737 756625 756328 763097 763666 766873 773297 773991 780495 780757 784884 788036 794246 798216 801864 801743 808441 808855 812742 816067 819638 823576 830148 832793 834173 837355 841008 847441 850746 854586 857511 857984 864672 868163 868609 871845 878910 878978 885301 889506 889899 896368 896257 902876 904153 910052 910970 917360 920435 921667 927836 927855 934434 938415 938502 942485 948916 949091 952304 955879 959894 966459 969258 970343 976463 980431 983442 984620 991062 990738 997471 998009 1004382 1005454 1008342 1011725 '
'4326 Aleen Valleys',823081,803933,842229,98,4,12,'641984 644867 645589 649390 656137 658966 660242 663457 667106 669779 674093 677007 684108 687180 688023 693802 697659 698612 704573 704894 709145 712146 718543 722563 723230 726520 729918 733253 739714 743694 746693 750236 754256 756957 757606 761476 767702 768036 774564 775344 781732 781939 788884 792744 793145 796667 799526 806693 806918 810044 813633 817595 820761 827707 830888 831372 835220 841371 841961 847803 848712 851855 859040 859551 862532 866549 870151 873594 877186 883223 887165 889830 890968 896849 900669 900923 905251 911000 914606 915682 922161 922330 926195 931877 935918 939542 943142 942779 946722 953217 956392 960460 963320 967588 971251 970869 974960 981002 985252 984970 988902 995389 998734 1002265 1005913 1009508 1009394 1013319 1019525 1023712 1027063 1027256 1031209 1037594 1037491 1041625 1045096 1048542 1054358 1057935 '
'79657 Cartwright Row',912225,899122,925328,91,10,35,'904626 905457 909177 915421 915830 919783 923055 926589 929716 933581 939810 943375 944160 950844 950853 957288 960958 964420 968353 971338 974823 978188 982115 982213 988580 989463 993358 999548 1002771 1006319 1006913 1013023 1016523 1017074 1024163 1024491 1031211 1031909 1038342 1041637 1042068 1048767 1049061 1052912 1058709 1062080 1063082 1066575 1069544 1073158 1077178 1079981 1084268 1090101 1091038 1094430 1101430 1104338 1108097 1111620 1111928 1115760 1122403 1125237 1128683 1129502 1136161 1136233 1143324 1146711 1146495 1153607 1157453 1157952 1164069 1164584 1171379 1173985 1178416 1178844 1181627 1188208 1189280 1195578 1195868 1199650 1202933 1209649 1212583 1216167 1219773 1223689 1223763 1230926 1231189 1234184 1237666 1241371 1248076 1251354 1255413 1255476 1259046 1265082 1265731 1269659 1275690 1279821 1279529 1286717 1289495 1290235 1294180 1297877 1301052 1304455 1307563 1314610 1318393 1321560 '
